GMJI	22	32	16.951
JAGI	22	32	17.794
BLJI	22	32	21.591
PPJI	22	32	28.06
RTBI	22	32	25.81
ABJI	22	32	29.325
DNP	22	32	28.101
SNJI	22	32	29.747
SWJI	22	32	30.309
PCJI	22	32	29.044
KHK	22	32	35.934
UGM	22	32	37.903
KLNI	22	32	39.731
MBJI	22	32	51.121
PLAI	22	32	58.847
CTJI	22	33	0.707
KPJI	22	33	0.551
DBNI	22	33	7.682
BBJI	22	33	16.446
