PCJI	23	27	0.537
SNJI	23	27	1.151
SWJI	23	27	0.434
PPJI	23	27	5.044
NGJI	23	27	6.294
UGM	23	27	8.937
GMJI	23	27	11.294
BLJI	23	27	14.777
JAGI	23	27	20.431
MBJI	23	27	21.436
ABJI	23	27	21.978
KMMI	23	27	23.707
KPJI	23	27	31.425
KHK	23	27	40.686
BBJI	23	27	46.675
XMI	23	28	13.656
BLSI	23	28	25.634
